,track_id,title,artist,url,lyrics
10,6214604|,꼭꼭 약속해,동요,http://music.naver.com/lyric/index.nhn?trackId=6214604|,너하고 나는 친구되어서 사이 좋게 지내자새끼 손가락 고리 걸어 꼭꼭 약속해싸움 하면은 친구 아니야 사랑하고 지내자새끼 손가락 고리 걸어 꼭꼭 약속해
11,6214604|,꼭꼭 약속해,동요,http://music.naver.com/lyric/index.nhn?trackId=6214604|,나하고 너는 친구 되어서사이좋게 지내자새끼손가락 고리 걸어서꼭꼭 약속해미미도미레 도도라도솔 도시도레미파솔라라파라솔 파파레파미 레도 시레도
12,6214576|,머리 어깨 무릎 발,동요,http://music.naver.com/lyric/index.nhn?trackId=6214576|,머리 어깨 무릎 발 무릎 발머리 어깨 무릎 발 무릎 발 무릎머리 어깨 발 무릎 발머리 어깨 무릎 귀 코 귀 (ⅹ2)
13,6214576|,머리 어깨 무릎 발,동요,http://music.naver.com/lyric/index.nhn?trackId=6214576|,머리 어깨 무릎 발 무릎 발머리 어깨 무릎 발 무릎 발머리 어깨 발 무릎 발머리 어깨 무릎 귀 코 귀머리 어깨 무릎 발 무릎 발머리 어깨 무릎 발 무릎 발머리 어깨 발 무릎 발머리 어깨 무릎 귀 코 귀
14,6214618|,호키포키 (율동동요),동요,http://music.naver.com/lyric/index.nhn?trackId=6214618|,(오른손)다같이 오른손을 안에 넣고 오른손을 밖에 내고 오른손을 안에 넣고 힘껏 흔들어 손들고 호키포키 하며 빙빙 돌면서 즐겁게 춤추자(왼손)다같이 왼손을 안에 넣고 왼손을 밖에 내고 왼손을 안에 넣고 힘껏 흔들어 손들고 호키포키 하며 빙빙 돌면서 즐겁게 춤추자호키 포키 호키 포키 호키 포키 신나게 같이 춤추자(오른발)다같이 오른발을 안에 넣고 오른발을 밖에 내고 오른발을 안에 넣고 힘껏 흔들어손들고 호키포키 하며 빙빙 돌면서 즐겁게 춤추자(왼발)다같이 왼발을 안에 넣고 왼발을 밖에 내고 왼발을 안에 넣고 힘껏 흔들어 손들고 호키포키 하며 빙빙 돌면서 즐겁게 춤추자호키 포키 호키 포키 호키 포키 신나게 같이 춤추자
15,6214561|,아빠와 크레파스,동요,http://music.naver.com/lyric/index.nhn?trackId=6214561|,어젯밤엔 우리 아빠가 다정하신 모습으로 한손에는 크레파스를 사가지고 오셨어요 음음그릴 것은 너무 많은데 하얀 종이가 너무 작아서아빠 얼굴 그리고 나니 잠이들고 말았어요 음음밤새 꿈나라에 아기코끼리가 춤을 추었고 크레파스 병정들은 나뭇잎을 타고 놀았죠 음음어젯밤엔 달빛도 아빠의 웃음처럼나의 창에 기대어 포근히 날 재워줬어요 음음
16,21422063,한국을 빛낸 100명의 위인들,동요,http://music.naver.com/lyric/index.nhn?trackId=21422063,아름다운 이 땅에 금수강산에 단군 할아버지가 터잡으시고 홍익인간 뜻으로 나라 세우니 대대손손 훌륭한 인물도 많아 고구려 세운 동명왕 백제 온조왕 알에서 나온 혁거세 만주벌판 달려라 광개토대왕 신라장군 이사부 백결선생 떡방아 삼천궁녀 의자왕 황산벌의 계백 맞서 싸운 관창 역사는 흐른다 말목 자른 김유신 통일 문무왕 원효대사 해골물 혜초 천축국 바다의 왕자 장보고 발해 대조영 귀주대첩 강감찬 서희 거란족 무단정치 정중부 화포 최무선 죽림칠현 김부식 지눌국사 조계종 의천 천태종 대마도 정벌 이종무 일편단심 정몽주 목화씨는 문익점 해동공자 최충 삼국유사 일연 역사는 흐른다 황금을 보기를 돌같이 하라 최영 장군의 말씀 받들자 황희정승 맹사성 과학 장영실 신숙주와 한명회 역사는 안다 십만양병 이율곡 주리 이퇴계 신사임당 오죽헌 잘싸운다 곽재우 조헌 김시민 나라구한 이순신 태정태세문단세 사육신과 생육신 몸바쳐서 논개 행주치마 권율 역사는 흐른다 번쩍번쩍 홍길동 의적 임꺽정 대쪽같은 삼학사 어사 박문수 삼년공부 한석봉 단원 풍속도 방랑시인 김삿갓 지도 김정호 영조대왕 신문고 정조 규장각 목민심서 정약용 녹두장군 전봉준 순교 김대건 서화가무 황진이 못살겠다 홍경래 삼일천하 김옥균 안중근은 애국 이완용은 매국 역사는 흐른다 별 헤는 밤 윤동주 종두 지석영 삼십삼인 손병희 만세만세 유관순 도산 안창호어린이날 방정환 이수일과 심순애 장군의 아들 김두한 날자꾸나 이상 황소그림 중섭 역사는 흐른다
17,21422063,한국을 빛낸 100명의 위인들,동요,http://music.naver.com/lyric/index.nhn?trackId=21422063,"아름다운 이 땅에 금수 강산에단군 할아버지가 터 잡으시고홍익인간 뜻으로 나라 세우니대대 손손 훌륭한 인물도 많아고구려 세운 동명왕 백제 온조왕알에서 나온 혁거세만주 벌판 달려라 광개토대왕 신라장군 이사부백결 선생 떡 방아 삼천궁녀 의자왕황산벌의 계백 밪써 싸운 관창 역사는 흐른다말목자른 김유신 통일 문무왕원효대사 해골물 혜초 천축국바다의 왕자 장 보고 발해 대조영귀주 대첩 강감찬 서희 거란족무단정치 정중부 화포 최무선죽림 칠현 김부식지눌국사 조계종 의천 천태종대마도 정벌 이종무일편단싱 정몽주 목화씨는 문익점해동공자 최충 삼국유사 일연 역사는 흐른다황금을 보기를 돌같이 하라최영 장군의 말씀 받들자황희 정승 맹사성 과학 장영실신숙주와 한명회 역사는 안다십만 양병 이율곡 주리 이퇴계신사임당 오죽헌잘 싸운다 곽재우 조헌 김시민나라 구한 이순신태정 태세 문단세 사육신과 생육신몸 바쳐서 논개 행주치마 권율 역사는 흐른다번쩍 번쩍 홍길동 의적 임꺽정대쪽 같은 삼학사 어사 박문수3년 공부 한석봉 단원 풍속도방랑시인 김삿갓 지도 김정호영조 대왕 신문고 정조 규장각목민심서 정약용녹두 장군 정봉준 순교 김대건서화가무 황진이못살겠다 홍경래 삼일 천하 김옥균안중근은 애국 이완용은 매국 역사는 흐른다별 헤는 밤 윤동주 종두 지석영삼십삽인 손병희만세 만세 유관순 도산 안창호어린이 날 방정환이수일과 심순애 장군의 아들 김두한날자꾸자 이상 황소 그림 중섭 역사는 흐른다역사는 흐른다, 역사는 흐른다."
18,6214623|,네잎 클로버,동요,http://music.naver.com/lyric/index.nhn?trackId=6214623|,깊고 작은 산골짜기 사이로 맑은 물 흐르는 작은 샘터에예쁜 꽃들 사이에 살짝 숨겨진이슬먹고 피어난 네잎클로버 랄랄라한 잎 랄랄라 두 잎 랄랄라 세 잎 랄랄라 네 잎행운을 가져다 준다는 수줍은 얼굴의 미소한줄기의 따스한 햇살 받으며 희망으로 가득한 나의 친구야빛처럼 밝은 마음으로 너를 닮고 싶어 (ⅹ2)
19,6214569|,파란마음 하얀마음,동요,http://music.naver.com/lyric/index.nhn?trackId=6214569|,우리들 마음에 빛이 있다면여름엔 여름엔 파랄거에요산도 들도 나무도 파란 잎으로파랗게 파랗게 덮인 속에서파란 하늘보며 자라니까요 우리들 마음에 빛이 있다면겨울엔 겨울엔 하얄거에요산도 들도 지붕도 하얀 눈으로하얗게 하얗게 덮인 속에서깨끗한 마음으로 자라니까요
20,18071849,모두 제자리,동요,http://music.naver.com/lyric/index.nhn?trackId=18071849,모두 제자리 모두 제자리모두모두 제자리모두 제자리 모두 제자리모두모두 제자리모두 제자리 모두 제자리모두모두 제자리모두 제자리 모두 제자리모두모두 제자리 (ⅹ2)
21,6214594|,얼굴 찌푸리지 말아요,동요,http://music.naver.com/lyric/index.nhn?trackId=6214594|,얼굴 찌푸리지 말아요모두가 힘들잖아요(힘들잖아요)기쁨의 그날위해 함깨할친구들이 있잖아요혼자라고 느껴질때면주위를 둘러보세요(둘러보세요)이렇게 많은 이들 모두가나의 친구랍니다우리 가는길이 결코 쉽진않을거에요때로는 모진 시련에좌절도 하겠지만우리의 친구들과 함께라면두렵지않아우린모두 함께 손을 잡고원투 원투쓰리포얼굴 찌푸리지 말아요모두가 힘들잖아요기쁨에 그날위해 함께할친구들이 있잖아요혼자라고 느껴질때면주위를 둘러보세요이렇게 많은이들 모두가나의 친구랍니다~우리 가는길이 결코 쉽진않을거에요때로는 모진 실현에좌절도 하겠지만~우리의 친구들과 함께라면두렵지않아~우린모두 함께 손을 잡고원투 원투쓰리포얼굴 찌푸리지 말아요모두가 힘들잖아요기쁨에 그날위해 함께할친구들이 있잖아요혼자라고 느껴질때면주위를 둘러보세요이렇게 많은이들 모두가나의 친구랍니다~얼굴 찌푸리지 말아요모두가 힘들잖아요기쁨에 그날위해 함께할친구들이 있잖아요혼자라고 느껴질때면주위를 둘러보세요이렇게 많은이들 모두가나의 친구랍니다~
22,6214594|,얼굴 찌푸리지 말아요,동요,http://music.naver.com/lyric/index.nhn?trackId=6214594|,얼굴 찌푸리지 말아요 모두가 힘들잖아요기쁨의 그 날 위해 함께하는 친구들이 있잖아요혼자라고 느껴질 때면 주위를 둘러보세요이렇게 많은 이들 모두가 나의 친구랍니다우리 가는 길이 결코 쉽진 않을 거예요때로는 모진 시련에 좌절도 하겠지만우리의 친구들과 함께라면 두렵지 않아우리 모두 함께 손을 잡고 원 투 원 투 쓰리 포얼굴 찌푸리지 말아요 모두가 힘들잖아요기쁨의 그 날 위해 함께하는 친구들이 있잖아요혼자라고 느껴질 때면 주위를 둘러보세요이렇게 많은 이들 모두가 나의 친구랍니다
23,6214594|,얼굴 찌푸리지 말아요,동요,http://music.naver.com/lyric/index.nhn?trackId=6214594|,얼굴 찌푸리지 말아요 모두가 힘들잖아요 친구들과 함께하면 두렵지 않아얼굴 찌푸리지 말아요 모두가 힘들잖아요기쁨의 그날 위해 함께 하는 친구들이 있잖아요 혼자라고 느껴질 때면 주위를 둘러보세요 이렇게 많은 이들 모두가 나의 친구랍니다 우리 가는 길이 결코 쉽진 않을 거예요 때로는 모진 시련에 좌절도 하겠지만 우리의 친구들과 함께 라면 두렵지 않아 우리 모두 함께 손을 잡고 원 투 원투 쓰리포 얼굴 찌푸리지 말아요 모두가 힘들잖아요 기쁨의 그날 위해 함께하는 친구들이 있잖아요혼자라고 느껴질 때면 주위를 둘러보세요 이렇게 많은 이들 모두가 나의 친구랍니다
24,6214572|,꼬부랑 할머니,동요,http://music.naver.com/lyric/index.nhn?trackId=6214572|,꼬부랑 할머니가 꼬부랑 고갯길을꼬부랑 꼬부랑 넘어가고 있네꼬부랑 꼬부랑 꼬부랑 꼬부랑고개는 열두고개 고개를 고개를 넘어간다꼬부랑 강아지가그엿좀 맛보려고입맛을 다시다가얘끼놈 맞았네꼬부랑 깽깽깽꼬부랑 깽깽깽고개는 열두고개 고개를 고개를 넘어간다
25,6214572|,꼬부랑 할머니,동요,http://music.naver.com/lyric/index.nhn?trackId=6214572|,꼬부랑 할머니가 꼬부랑 고개길을꼬부랑 꼬부랑 넘어가고 있네꼬부랑 꼬부랑 꼬부랑 꼬부랑고개는 열두고개 고개를 고개를 넘어간다꼬부랑 할머니가 꼬부랑 고개길을꼬부랑 꼬부랑 넘어가고 있네꼬부랑 꼬부랑 꼬부랑 꼬부랑고개는 열두고개 고개를 고개를 넘어간다고개를 넘어간다 고개를 넘어간다고개를 넘어간다
26,6214572|,꼬부랑 할머니,동요,http://music.naver.com/lyric/index.nhn?trackId=6214572|,꼬부랑 할머니가 꼬부랑 고갯길을꼬부랑 꼬부랑 넘어가고 있네꼬부랑 꼬부랑 꼬부랑 꼬부랑고개는 열두고개 고개를 고개를 넘어간다
27,5791732|,나비야,동요,http://music.naver.com/lyric/index.nhn?trackId=5791732|,나비야 나비야이리 날아 오너라노랑나비 흰나비춤을 추며 오너라봄바람에 꽃잎도방긋방긋 웃으며참새도 짹짹짹노래하며 춤춘다
28,5791732|,나비야,동요,http://music.naver.com/lyric/index.nhn?trackId=5791732|,나비야 나비야 이리 날아오너라노랑나비 흰나비 춤을 추며 오너라봄바람에 꽃잎도 방긋방긋 웃으며참새도 짹짹짹 노래하며 춤춘다나비야 나비야 이리 날아오너라노랑나비 흰나비 춤을 추며 오너라봄바람에 꽃잎도 방긋방긋 웃으며참새도 짹짹짹 노래하며 춤춘다 
29,6214598|,작은별,동요,http://music.naver.com/lyric/index.nhn?trackId=6214598|,반짝 반짝 작은 별 아름답게 비치네동쪽 하늘 에서도 서쪽 하늘 에서도반짝 반짝 작은 별 아름답게 비치네반짝 반짝 작은 별 아름답게 비치네동쪽 하늘 에서도 서쪽 하늘 에서도반짝 반짝 작은 별 아름답게 비치네
30,6214598|,작은별,동요,http://music.naver.com/lyric/index.nhn?trackId=6214598|,반짝반짝 작은별아름답게 비치네동쪽하늘에서도서쪽하늘에서도반짝반짝 작은별아름답게 비치게
31,6214620|,귀여운 꼬마,동요,http://music.naver.com/lyric/index.nhn?trackId=6214620|,귀여운 꼬마가 닭장에 가서 암탉을 잡으려다 놓쳤다네 닭장 밖에 있던 배고픈 여우 옳거니 하면서 물고 갔다네 꼬꼬댁 암탉 소리를 쳤네 꼬꼬댁 암탉 소리를 쳤네 귀여운 꼬마가 그 꼴을 보고 웃을까 울을까 망설였다네 귀여운 꼬마가 돼지울에 가서 돼지를 잡으려다 놓쳤다네 울 밖에 있던 배고픈 늑대 옳거니 하면서 물고 갔다네 꿀꿀꿀 돼지 소리를 쳤네 꿀꿀꿀 돼지 소리를 쳤네 귀여운 꼬마가 그 꼴을 보고 웃을까 울을까 망설였다네
32,6214620|,귀여운 꼬마,동요,http://music.naver.com/lyric/index.nhn?trackId=6214620|,귀여운 꼬마가닭장에 가서암탉을 잡으려다놓쳤다네닭장밖에 있던배고픈 여우옳거니 하면서물고 갔다네꼬꼬댁 암탉소리를 쳤네꼬꼬댁 암탉소리를 쳤네귀여운 꼬마가그 꼴을 보고웃을까 울을까망설였다네
33,6214640|,산토끼,동요,http://music.naver.com/lyric/index.nhn?trackId=6214640|,산 토끼 토끼야 어디를 가느냐깡충 깡충 뛰면서 어디를 가느냐산 고개 고개를 나 혼자 넘어서토실 토실 알밤을 주워 올테야 (ⅹ2)
34,6214640|,산토끼,동요,http://music.naver.com/lyric/index.nhn?trackId=6214640|,산 토끼 토끼야 어디를 가느냐깡충 깡충 뛰면서 어디를 가느냐산 고개 고개를 나 혼자 넘어서토실 토실 알밤을 주워 올테야
35,6214640|,산토끼,동요,http://music.naver.com/lyric/index.nhn?trackId=6214640|,1. 산토끼 토끼야 어디로 가느냐깡총깡총 뛰면서 어디를 가느냐2. 산고개 고개를 나혼자 넘어서토실토실 알밤을 주워서 올 테야
36,6214640|,산토끼,동요,http://music.naver.com/lyric/index.nhn?trackId=6214640|,산토끼 토끼야어디로 가느냐깡충깡충 뛰여서어디를 가느냐산고개 고개를나 혼자 넘어서토실토실 알밤을주워서 올 테야산토끼 토끼야어디로 가느냐깡충깡충 뛰여서어디를 가느냐산고개 고개를나 혼자 넘어서토실토실 알밤을주워서 올 테야
37,6214570|,퐁당퐁당,동요,http://music.naver.com/lyric/index.nhn?trackId=6214570|,퐁당퐁당 돌을 던지자 누나 몰래 돌을 던지자냇물아 퍼져라 널리 널리 퍼져라건너편에 앉아서 나물을 씻는 우리 누나 손등을 간질여 주어라퐁당퐁당 돌을 던지자 누나 몰래 돌을 던지자냇물아 퍼져라 퍼질 대로 퍼져라고운 노래 한 마디 들려 달라고우리 누나 손등을 간질여 주어라랄랄라랄랄라
38,6214570|,퐁당퐁당,동요,http://music.naver.com/lyric/index.nhn?trackId=6214570|,퐁당퐁당 돌을 던지자누나 몰래 돌을 던지자냇물아 퍼져라멀리멀리 퍼져라건넛편에 앉아서나물을 씻는우리누나 손등을간질러 주어라퐁당퐁당 돌을 던지자누나 몰래 돌을 던지자냇물아 퍼져라퍼질대로 퍼져라고운노래 한마디들려 달라고우리누나 손등을간질러 주어라
39,6214588|,당근송,동요,http://music.naver.com/lyric/index.nhn?trackId=6214588|,(아 아 아 당근쏭) 나 보고싶니 (당근) 나 생각나니 (당근) I love you You love me (당근당근당근) 나 좋아하니 (당근) 나 사랑하니 (당근) I love you You love me (당근당근당근) 너 변하지마 (당근) 언제까지나 (당근) 좋아해 좋아해 (당근당근당근) 나 행복해요 (당근) 나 즐거워요 (당근)사랑해 사랑해 (당근쏭) 때로는 짜증나고 때로는 힘들어도 너의 곁에 언제나 웃고 있는 날 생각해 때로는 슬퍼지고 때로는 외로워도 너의 곁에 언제나 함께 하는 나를 생각해(아 아 아 당근쏭)
40,5787557|,동물농장,동요,http://music.naver.com/lyric/index.nhn?trackId=5787557|,닭장속에는 암탉이 (꼬꼬댁)문간 옆에는 거위가 (꽥꽥)배나무 밑엔 염소가 (은메)외양간에는 송아지 (음매)닭장속에는 암탉들이문간 옆에는 거위들이배나무 밑엔 염소들이외양간에는 송아지닭장속에는 암탉들이문간 옆에는 거위들이배나무 밑엔 염소들이외양간에는 송아지오 히 야하 오 오오오 히 야하 오 오깊은 산속엔 뻐꾸기 (뻐꾹)높은 하늘엔 종달새 (호르르)부뚜막 위엔 고양이 (야옹)마루 밑에는 강아지 (멍멍)깊은 산속엔 뻐꾸기가높은 하늘엔 종달새가부뚜막 위엔 고양이가마루 밑에는 강아지깊은 산속엔 뻐꾸기가높은 하늘엔 종달새가부뚜막 위엔 고양이가마루 밑에는 강아지오 히 야하 오 오오오 히 야하 오 오
41,5787557|,동물농장,동요,http://music.naver.com/lyric/index.nhn?trackId=5787557|,닭장속에는 암탉이 (꼬꼬댁) 문간 옆에는 거위가 (꽥꽥) 배나무 밑엔 염소가 (음메) 외양간에는 송아지 (음매) 닭장속에는 암탉들이 문간 옆에는 거위들이 배나무 밑엔 염소들이 외양간에는 송아지오 히 야하 오 오오 오오오 히 야하 오 오오 오깊은 산속엔 뻐꾸기 (뻐꾹) 높은 하늘엔 종달새 (호르르) 부뚜막 위엔 고양이 (야옹) 마루 밑에는 강아지 (멍멍) 깊은 산속엔 뻐꾸기가 높은 하늘엔 종달새가 부뚜막 위엔 고양이가 마루 밑에는 강아지오 히 야하 오 오오 오오 오 히 야하 오 오오 오
42,6117999|,아기다람쥐또미,동요,http://music.naver.com/lyric/index.nhn?trackId=6117999|,쪼로로롱 산새가 노래하는 숲속에예쁜애기 다람쥐가 살고 있었어요울창한 숲속 푸른나무 위에서아기다람쥐 또미가 살고 있었어요야호 랄라 노래부르자 야호 숲속에 아침을야호 트랄라 귀여운 아기다람쥐 또미쪼로로롱 산새가 노래하는 숲속에예쁜애기 다람쥐가 살고 있었어요울창한 숲속 푸른나무 위에서아기다람쥐 또미가 살고 있었어요야호 랄라 노래부르자야호 숲속에 아침을야호 트랄라 귀여운 아기다람쥐 또미
43,27296432,악어떼,동요,http://music.naver.com/lyric/index.nhn?trackId=27296432,정글숲을 지나서 가자 엉금엉금 기어서 가자늪지대가 나타나면은 악어떼가 나올라 악어떼! (ⅹ2)
44,27296432,악어떼,동요,http://music.naver.com/lyric/index.nhn?trackId=27296432,정글 숲을 지나서 가자엉금 엉금 기어서 가자늪지대가 나타나면은악어 떼가 나올라 악어떼
45,27296432,악어떼,동요,http://music.naver.com/lyric/index.nhn?trackId=27296432,정글숲을 지나서가자 엉금엉금 기어서가자늪지대가 나타나면은 악어떼가 나온다악어떼정글숲을 지나서가자 엉금엉금 기어서가자늪지대가 나타나면은 악어떼가 나온다악어떼
46,27296436,비행기,동요,http://music.naver.com/lyric/index.nhn?trackId=27296436,떴다 떴다 비행기 날아라 날아라높이 높이 날아라 우리 비행기내가 만든 비행기 날아라 날아라멀리 멀리 날아라 우리 비행기 (ⅹ2)
47,27296436,비행기,동요,http://music.naver.com/lyric/index.nhn?trackId=27296436,떴다 떴다 비행기 날아라 날아라높이 높이 날아라 우리 비행기내가 만든 비행기 날아라 날아라멀리 멀리 날아라 우리 비행기
48,27153732,다섯글자예쁜말,동요,http://music.naver.com/lyric/index.nhn?trackId=27153732,한 손 만으로도 세어 볼 수 있는아름다운 말 정겨운 말한 손 만으로도 세어 볼 수 있는다섯 글자 예쁜 말사랑합니다 고맙습니다 감사합니다 안녕하세요아름다워요 노력할게요 마음의 약속 꼭 지켜볼래요한 손 만으로도 세어 볼 수 있는 다섯 글자 예쁜 말 
49,6214619|,꽃밭에서,동요,http://music.naver.com/lyric/index.nhn?trackId=6214619|,아빠하고 나하고 만든 꽃밭에채송화도 봉숭아도 한창입니다아빠가 매어 놓은 새끼줄 따라나팔꽃도 어울리게 피었습니다애들하고 재밌게 뛰어놀다가아빠 생각나서 꽃을 봅니다아빠는 꽃 보며 살자 그랬죠날 보고 꽃같이 살자 그랬죠
50,27296433,멋쟁이 토마토,동요,http://music.naver.com/lyric/index.nhn?trackId=27296433,울퉁불퉁 멋진 몸매에 빠알간 옷을 입고새콤달콤 향기 풍기는 멋쟁이 토마토(토마토)나는야 쥬스 될거야(꿀꺽) 나는야 케찹 될거야(찍)나는야 춤을 출거야(헤이) 뽐내는 토마토(토마토) (ⅹ2)
51,5931282|,참 좋은 말,동요,http://music.naver.com/lyric/index.nhn?trackId=5931282|,사랑해요 이 한마디 참 좋은 말우리식구 자고 나면 주고받는 말사랑해요 이 한마디 참 좋은 말엄마아빠 일터 갈 때 주고받는 말이 말이 좋아서 온종일 신이 나지요이 말이 좋아서 온종일 일 맛 나지요이 말이 좋아서 온종일 가슴이 콩닥 콩닥인데요사랑해요 이 한마디 참 좋은 말나는 나는 이 한마디가 정말 좋아요사랑 사랑해요
52,17838618,밀림으로,동요,http://music.naver.com/lyric/index.nhn?trackId=17838618,산속에 깊은 강 산속에 깊은 강배를 타고 배를 타고 밀림으로 밀림으로꿩 두마리 푸드득 푸드득물개 두마리 쑥 쑥다람쥐 두마리 토독 토독달려든다 호랑이 어흥[출처] 밀림으로 ( 가사 ) : 네살 도윤이 최애 동요♥|작성자 도윤파
53,17838618,밀림으로,동요,http://music.naver.com/lyric/index.nhn?trackId=17838618,산속에 깊은 강산속에 깊은 강배를 타고 배를 타고밀림으로 밀림으로꿩 두 마리 (푸드득 푸드득)물개 두 마리 (쑥 쑥)다람쥐 두 마리 (토독 토독)달려든다 호랑이 (어흥)달려든다 호랑이 (땅) (ⅹ2) 
54,17838618,밀림으로,동요,http://music.naver.com/lyric/index.nhn?trackId=17838618,산 속의 깊은 강 산 속의 깊은 강배를 타고 배를 타고 밀림으로 밀림으로꿩 두 마리 푸드득 푸드득 물개 두 마리 쑥 쑥다람쥐 두 마리 토독 토독 달려든다 호랑이 땅
55,27296439,둥글게 둥글게,동요,http://music.naver.com/lyric/index.nhn?trackId=27296439,둥글게 둥글게 둥글게 둥글게 빙글빙글 돌아가며 춤을 춥시다 손뼉을 치면서 노래를 부르며 랄라랄라 즐거웁게 춤추자링가링가 링가 링가링가링 링가링가 링가 링가링가링 손에 손을 잡고 모두 다함께 즐거웁게 뛰어 봅시다둥글게 둥글게 둥글게 둥글게 빙글빙글 돌아가며 춤을 춥시다 손뼉을 치면서 노래를 부르며 랄라랄라 즐거웁게 춤추자 (ⅹ2)
56,6214577|,개구리,동요,http://music.naver.com/lyric/index.nhn?trackId=6214577|,개굴 개굴 개구리 노래를 한다 아들 손자 며느리 다 모여서밤새도록 하여도 듣는 이 없네 듣는 사람 없어도 날이 밝도록개굴개굴 개구리 노래를 한다 개굴개굴 개구리 목청도 좋다 (ⅹ2)
57,6214577|,개구리,동요,http://music.naver.com/lyric/index.nhn?trackId=6214577|,개구리 유치원은 연못 이래요날마다 헤엄치기 공부 한데요파닥파닥 텀벙텀벙 쓱쓱쓱♪ ~잘 친다 잘도 친다 헤엄 잘 친다앞에 가는 저 개구리 선생님이지파닥파닥 텀벙텀벙 쓱쓱쓱
58,18419680,수박파티,동요,http://music.naver.com/lyric/index.nhn?trackId=18419680,커다란 수박 하나 잘 익었나 통통통단숨에 쪼개니 속이 보이네몇 번 더 쪼갠 후에 너도 나도 들고서우리 모두 하모니카 신나게 불어요쭉쭉쭉쭉쭉 쓱쓱쓱쓱쓱 싹싹싹싹싹 쭉쭉쓱쓱싹쭉쭉쭉쭉쭉 쓱쓱쓱쓱쓱 싹싹싹싹싹 쭉쭉쓱쓱싹
59,18419680,수박파티,동요,http://music.naver.com/lyric/index.nhn?trackId=18419680,커다란 수박 하나 잘 익었나 통통통 단숨에 쪼개니 속이 보이네 몇 번 더 쪼갠 후에 너도나도 들고서 우리 모두 하모니카 신나게 불어요 쭉쭉쭉쭉쭉 쓱쓱쓱쓱쓱 싹싹싹싹싹 쭉쭉 쓱쓱 싹 쭉쭉쭉쭉쭉 쓱쓱쓱쓱쓱 싹싹싹싹싹 쭉쭉 쓱쓱 싹
